index,path,symbol,coin_name,UCID,key_derivation,xprv_priv_header,xprv_pub_header,pub_key_hash,script_hash,wif,main_version_byte,test_version_bytes,evm,comment,status,level
5353,0x800014e9,HNS,Handshake,,,,,,,,,,,,,1
5404,0x8000151c,ISK,ISKRA,,,,,,,,,,,,,1
5467,0x8000155b,ALTME,ALTME,,,,,,,,,,,,,1
5555,0x800015b3,FUND,Unification,,,,,,,,,,,,,1
5757,0x8000167d,STX,Stacks,,,,,,,,,,,,,1
5895,0x80001707,VOW,VowChain VOW,,,,,,,,,,,,,1
5920,0x80001720,SLU,SILUBIUM,,,,,,,,,,,,,1
5995,0x8000176B,DUSK,Dusk Network,,,,,,,,,,,,,1
6060,0x800017ac,GO,GoChain GO,,,,,,,,,,,,,1
6144,0x80001800,DTS,Datos,,,,,,,,,,,,,1
6174,0x8000181e,MOI,My Own Internet,,,,,,,,,,,,,1
6278,0x80001886,STEAMX,Rails Network Mainnet,,,,,,,,,,,,,1
6532,0x80001984,UM,Penumbra,,,,,,,,,,,,,1
6599,0x800019c7,RSC,Royal Sports City,,,,,,,,,,,,,1
6666,0x80001a0a,BPA,Bitcoin Pizza,,,,,,,,,,,,,1
6688,0x80001a20,SAFE,SAFE,,,,,,,,,,,,,1
6779,0x80001a7b,COTI,COTI,,,,,,,,,,,,,1
6969,0x80001b39,ROGER,TheHolyrogerCoin,,,,,,,,,,,,,1
7000,0x80001b58,ZETA,ZetaChain,,,,,,,,,,,,,1
7027,0x80001b73,ELLA,Ella the heart,,,,,,,,,,,,,1
7028,0x80001b74,AA,Arthera,,,,,,,,,,,,,1
7091,0x80001bb3,TOPL,Topl,,,,,,,,,,,,,1
7331,0x80001ca3,KLY,KLYNTAR,,,,,,,,,,,,,1
7341,0x80001cad,SHFT,Shyft,,,,,,,,,,,,,1
7518,0x80001d5e,MEV,MEVerse,,,,,,,,,,,,,1
7576,0x80001d98,ADIL,ADIL Chain,,,,,,,,,,,,,1
7777,0x80001e61,BTV,Bitvote,,,,,,,,,,,,,1
7779,0x80001e63,CPV,Compverse,,,,,,,,,,,,,1
8000,0x80001f40,SKY,Skycoin,,,,,,,,,,,,,1
8080,0x80001f90,DSRV,DSRV,,,,,,,,,,,,,1
8181,0x80001ff5,BOC,BeOne Chain,,,,,,,,,,,,,1
8192,0x80002000,PAC,pacprotocol,,,,,,,,,,,,,1
8217,0x80002019,KLAY,KLAY,,,,,,,,,,,,,1
8339,0x80002093,BTQ,BitcoinQuark,,,,,,,,,,,,,1
8444,0x800020fc,XCH,Chia,,,,,,,,,,,,,1
8520,0x80002148,---,reserved,,,,,,,,,,,,,1
8680,0x800021e8,PLMNT,Planetmint,,,,,,,,,,,,,1
8866,0x800022a2,GGX,Golden Gate,,,,,,,,,,,,,1
8886,0x800022b6,GGXT,Golden Gate Sydney,,,,,,,,,,,,,1
8888,0x800022b8,SBTC,Super Bitcoin,,,,,,,,,,,,,1
8964,0x80002304,NULS,NULS,,,,,,,,,,,,,1
8997,0x80002325,BBC,Babacoin,,,,,,,,,,,,,1
8998,0x80002326,JGC,JagoanCoin,,,,,,,,,,,,,1
8999,0x80002327,BTP,Bitcoin Pay,,,,,,,,,,,,,1
9000,0x80002328,AVAX,Avalanche,,,,,,,,,,,,,1
9001,0x80002329,ARB1,Arbitrum,,,,,,,,,,TRUE,,,1
9002,0x8000232a,BOBA,Boba,,,,,,,,,,,,,1
9003,0x8000232b,LOOP,Loopring,,,,,,,,,,,,,1
9004,0x8000232c,STRK,StarkNet,,,,,,,,,,,,,1
9005,0x8000232d,AVAXC,Avalanche C-Chain,,,,,,,,,,TRUE,,,1
9006,0x8000232e,BSC,Binance Smart Chain,,,,,,,,,,TRUE,,,1
9797,0x80002645,NRG,Energi,,,0xD7DC6E9F,0x03B8C856,0x21,0x35,0x6a,,,,,,1
9888,0x800026a0,BTF,Bitcoin Faith,,,,,,,,,,,,,1
9999,0x8000270f,GOD,Bitcoin God,,,,,,,,,,,,,1
10000,0x80002710,FO,FIBOS,,,,,,,,,,,,,1
10111,0x8000277f,DHP,dHealth,,,,,,,,,,,,,1
10226,0x800027f2,RTM,Raptoreum,,,,,,,,,,,,,1
10242,0x80002802,AA,Arthera,,,,,,,,,,,,,1
10291,0x80002833,XRC,XRhodium,,secp256k1,,,,,,,,,,,1
10507,0x8000290b,NUM,Numbers Protocol,,,,,,,,,,,,,1
10605,0x8000296d,XPI,Lotus,,,,,,,,,,,,,1
11111,0x80002b67,ESS,Essentia One,,,,,,,,,,,,,1
11742,0x80002dde,VARCH,InvArch,,,,,,,,,,,,,1
11743,0x80002ddf,TNKR,Tinkernet,,,,,,,,,,,,,1
12345,0x80003039,IPOS,IPOS,,,,,,,,,,,,,1
12586,0x8000312a,MINA,Mina,,,,,,,,,,,,,1
13107,0x80003333,BTY,BitYuan,,,,,,,,,,,,,1
13108,0x80003334,YCC,Yuan Chain Coin,,,,,,,,,,,,,1
14001,0x800036b1,WAX,Worldwide Asset Exchange,,,,,,,,,,,,,1
15845,0x80003de5,SDGO,SanDeGo,,,,,,,,,,,,,1
16181,0x80003f35,XTX,Totem Live Network,,,,,,,,,,,,,1
16754,0x80004172,ARDR,Ardor,,,,,,,,,,,,,1
18000,0x80004650,MTR,Meter,,,,,,,,,,,,,1
19165,0x80004add,SAFE,Safecoin,,,0x0488ADE4,0x0488B21E,0x3d,0x56,0xbd,,,,,,1
19167,0x80004adf,FLUX,Flux,,,,,,,,,,,,,1
19169,0x80004ae1,RITO,Ritocoin,,,0x0488ADE4,0x0488B21E,0x19,0x69,0x8b,,,,,,1
19788,0x80004d4c,ML,Mintlayer,,,,,,,,,,,,,1
20036,0x80004e44,XND,ndau,,,,,,,,,,,,,1
21004,0x8000520c,C4EI,c4ei,,,,,,,,,,,,,1
21888,0x80005580,PAC,Pactus,,,,,,,,,,,,,1
22504,0x800057e8,PWR,PWRcoin,,,,,,,,,,,,,1
23000,0x800059d8,EPIC,Epic Cash,,,,,,,,,,,,,1
25252,0x800062a4,BELL,Bellcoin,,,,,,,,,,,,,1
25718,0x80006476,CHX,Own,,,,,,,,,,,,,1
29223,0x80007227,NEXA,Nexa,,,,,,,,,,,,,1
30001,0x80007531,---,reserved,,,,,,,,,,,,,1
31102,0x8000797e,ESN,EtherSocial Network,,,,,,,,,,,,,1
31337,0x80007a69,,ThePower,,,,,,,,,,,,,1
33416,0x80008288,TEO,Trust Eth reOrigin,,,,,,,,,,,,,1
33878,0x80008456,BTCS,Bitcoin Stake,,,,,,,,,,,,,1
34952,0x80008888,BTT,ByteTrade,,,,,,,,,,,,,1
37992,0x80009468,FXTC,FixedTradeCoin,,,,,,,,,,,,,1
39321,0x80009999,AMA,Amabig,,,,,,,,,,,,,1
42069,0x8000a455,FACT,FACT0RN,,,,,,,,,,,,,1
43028,0x8000a814,AXIV,AXIV,,,,,,,,,,,,,1
47803,0x8000babb,BAX,BAX,,,,,,,,,,,,,1
49262,0x8000c06e,EVE,evan,,,,,,,,,,,,,1
49344,0x8000c0c0,STASH,STASH,,,,,,,,,,,,,1
52752,0x8000ce10,CELO,Celo,,,,,,,,,,,,,1
61616,0x8000f0b0,TH,TianHe,,,,,,,,,,,,,1
65536,0x80010000,KETH,Krypton World,,,,,,,,,,,,,1
69420,0x80010f2c,GRLC,Garlicoin,,,,,,,,,,,,,1
70007,0x80011177,GWL,Gewel,,,,,,,,,,,,,1
77777,0x80012fd1,ZYN,Wethio,,,,,,,,,,,,,1
88888,0x80015b38,RYO,c0ban,,,0x0488ADE4,0x0488B21E,0x12,0x1c ,0x88,,,,,,1
99999,0x8001869f,WICC,Waykichain,,,,,,,,,,,,,1
100500,0x80018894,HOME,HomeCoin,,,,,,,,,,,,,1
101010,0x80018a92,STC,Starcoin,,,,,,,,,,,,,1
105105,0x80019a91,STRAX,Strax,,,,,,,,,,,,,1
111111,0x8001b207,KAS,Kaspa,,,,,,,,,,,,,1
161803,0x8002780b,APTA,Bloqs4Good,,,,,,,,,,,,,1
200625,0x80030fb1,AKA,Akroma,,,,,,,,,,,,,1
200665,0x80011000,GENOM,GENOM,,,,,,,,,,,,,1
224433,0x80036cb1,CONET,CONET Holesky Network,,,,,,,,,,,,,1
246529,0x8003c301,ATS,ARTIS sigma1,,,,,,,,,,,,,1
261131,0x8003fc0b,ZAMA,Zama,,,,,,,,,,,,,1
314159,0x8004cb2f,PI,Pi Network,,,,,,,,,,,,,1
333332,0x80051614,VALUE,Value Chain,,,,,,,,,,,,,1
333333,0x80051615,3333,Pi Value Consensus,,,,,,,,,,,,,1
424242,0x80067932,X42,x42,,,0x0488ADE4,0x0488B21E,0x4b,0x7d,0xcb,,,,,,1
534352,0x80082750,SCR,Scroll,,,,,,,,,,,,,1
666666,0x800a2c2a,VITE,Vite,,,,,,,,,,,,,1
888888,0x800d9038,SEA,Second Exchange Alliance,,,,,,,,,,,,,1
999999,0x800c9061,WTC,WaltonChain,,,,,,,,,,,,,1
1048576,0x80100000,AMAX,Armonia Meta Chain,,,,,,,,,,,,,1
1171337,0x8011df89,ILT,iOlite,,,,,,,,,,,,,1
1313114,0x8014095a,ETHO,Etho Protocol,,,,,,,,,,,,,1
1313500,0x80140adc,XERO,Xerom,,,,,,,,,,,,,1
1712144,0x801a2010,LAX,LAPO,,,,,,,,,,,,,1
3924011,0x803be02b,EPK,EPIK Protocol,,,,,,,,,,,,,1
4741444,0x80485944,HYD,Hydra Token,,,,,,,,,,,,,1
5249353,0x80501949,BCO,BitcoinOre,,,,,,,,,,,,,1
5249354,0x8050194a,BHD,BitcoinHD,,,,,,,,,,,,,1
5264462,0x8050544e,PTN,PalletOne,,,,,,,,,,,,,1
5655640,0x80564c58,VLX,Velas,,,,,,,,,,,,,1
5718350,0x8057414e,WAN,Wanchain,,,,,,,,,,,,,1
5741564,0x80579bfc,WAVES,Waves,,,,,,,,,,,,,1
5741565,0x80579bfd,WEST,Waves Enterprise,,,,,,,,,,,,,1
6382179,0x80616263,ABC,Abcmint,,,,,,,,,,,,,1
6517357,0x8063726d,CRM,Creamcoin,,,,,,,,,,,,,1
7171666,0x806d6e52,BROCK,Bitrock,,,,,,,,,,,,,1
7562605,0x8073656d,SEM,Semux,,,,,,,,,,,,,1
7567736,0x80737978,ION,ION,,,,,,,,,,,,,1
7777777,0x8076adf1,FCT,FirmaChain,,,,,,,,,,,,,1
7825266,0x80776772,WGR,Wagerr,,,0x0221312B,0x022D2533,0x49,0x3f,0xc7,,,,,,1
7825267,0x80776773,OBSR,OBServer,,,,,,,,,,,,,1
8163271,0x807c8fc7,AFS,ANFS,,,,,,,,,,,,,1
11259375,0x80abcdef,LBR,0L,,,,,,,,,,,,,1
15118976,0x80e6b280,XDS,XDS,,,,,,,,,,,,,1
61717561,0x83adbc39,AQUA,Aquachain,,,,,,,,,,,,,1
88888888,0x854c5638,HATCH,Hatch,,,,,,,,,,,,,1
91927009,0x857ab1e1,kUSD,kUSD,,,,,,,,,,,,,1
99999996,0x85f5e0fc,GENS,GENS,,,,,,,,,,,,,1
99999997,0x85f5e0fd,EQ,EQ,,,,,,,,,,,,,1
99999998,0x85f5e0fe,FLUID,Fluid Chains,,,,,,,,,,,,,1
99999999,0x85f5e0ff,QKC,QuarkChain,,,,,,,,,,,,,1
608589380,0xa4465644,FVDC,ForumCoin,,,,,,,,,,,,,1
1179993420,0xc655454c,Fuel,Fuel,,,,,,,,,,,,,1
