status,coin_index,coin_symbol,coin_name,key_derivation,hash,private_header,public_header,public_key_hash,script_hash,wallet_import_format,evm,UCID,cmc_top
,1014,JOY,Joystream,,,,,,,,,,
,1016,---,reserved,,,,,,,,,,
✅,1020,EVC,Evrice,secp256k1,keccak256,,,,,,TRUE,,
,1022,XRD,Radix DLT,,,,,,,,,,
🟦,1023,ONE,Harmony One (Legacy),,,,,,,,,,
✅,1024,ONT,Ontology,secp256k1,keccak256,,,,,,TRUE,,
,1025,CZZ,Classzz,,,,,,,,,,
,1026,KEX,Kira Exchange Token,,,,,,,,,,
,1027,MCM,Mochimo,,,,,,,,,,
,1028,PLS,Pulse Coin,,,,,,,,,,
,1032,BTCR,BTCR,,,,,,,,,,
,1042,MFID,Moonfish ID,,,,,,,,,,
,1111,BBC,Big Bitcoin,,,,,,,,,,
🟦,1116,CORE,Core,secp256k1,sha256,,,,,,,,100
,1120,RISE,RISE,,,,,,,,,,
,1122,CMT,CyberMiles Token,,,,,,,,,,
,1128,ETSC,Ethereum Social,,,,,,,,,,
,1129,DFI,DeFiChain,,,,,,,,,,
✅,1130,DFI,DeFiChain EVM Network,secp256k1,keccak256,,,,,,TRUE,,
,1137,$DAG,Constellation Labs,,,,,,,,,,
,1145,CDY,Bitcoin Candy,,,,,,,,,,
,1155,ENJ,Enjin Coin,,,,,,,,,,
✅,1170,HOO,Hoo Smart Chain,secp256k1,keccak256,,,,,,TRUE,,
,1234,ALPH,Alephium,,,,,,,,,,
,1236,,Masca,,,,,,,,,,
,1237,NOSTR,Nostr,,,,,,,,,,
,1280,,Kudos Setler,,,,,,,,,,
✅,1284,GLMR,Moonbeam,secp256k1,keccak256,,,,,,TRUE,,
✅,1285,MOVR,Moonriver,secp256k1,keccak256,,,,,,TRUE,,
,1298,WPC,Wpc,,,,,,,,,,
,1308,WEI,WEI,,,,,,,,,,
✅,1337,DFC,Defcoin,secp256k1,sha256,,,0x1e,,0x9e,,,
,1338,IRON,Iron Fish,,,,,,,,,,
,1348,ISLM,IslamicCoin,,,,,,,,,,
,1397,HYC,Hycon,,,,,,,,,,
,1410,TENTSLP,TENT Simple Ledger Protocol,,,,,,,,,,
✅,1510,XSC,XT Smart Chain,secp256k1,keccak256,,,,,,TRUE,,
✅,1512,AAC,Double-A Chain,secp256k1,keccak256,,,,,,TRUE,,
,1524,TLR,Taler,,,,,,,,,,
✅,1533,BEAM,Beam,secp256k1,keccak256,,,,,,TRUE,,
,1551,SDK,Sovereign SDK,,,,,,,,,,
,1555,APC,Apc Chain,,,,,,,,,,
,1616,ELF,AELF,,,,,,,,,,
,1618,AUDL,AUDL,,,,,,,,,,
✅,1620,ATH,Atheios,secp256k1,keccak256,,,,,,TRUE,,
,1627,LUME,Lume Web,,,,,,,,,,
✅,1642,NEW,Newton,secp256k1,keccak256,,,,,,TRUE,,
✅,1657,BTA,Btachain,secp256k1,keccak256,,,,,,TRUE,,
,1668,NEOX,Neoxa,,,,,,,,,,
,1669,MEWC,Meowcoin,,,,,,,,,,
,1688,BCX,BitcoinX,,,,,,,,,,
🟦,1729,XTZ,Tezos (tz1),ed25519,sha256,,,0x06A19F,,,,,
🟧,1729,XTZ,Tezos (tz2),secp256k1,sha256+ripemd160,,,0x06A1A1,,,,,
🟦,1729,XTZ,Tezos (tz3),p256,sha256,,,0x06A1A4,,,,,
,1776,LBTC,Liquid BTC,,,,,,,,,,
,1777,BBP,Biblepay,,,,,,,,,,
,1784,JPYS,JPY Stablecoin,,,,,,,,,,
,1789,VEGA,Vega Protocol,,,,,,,,,,
🟦,1815,ADA,Cardano,ed25519,,,,,,,,,10
✅,1818,CUBE,Cube Chain Native Token,secp256k1,keccak256,,,,,,TRUE,,
,1856,TES,Teslacoin,,,,,,,,,,
,1888,ZTX,Zetrix,,,,,,,,,,
🟦,1899,XEC,eCash token,,,,,,,,,,
,1900,XNA,Neurai,,,,,,,,,,
,1901,CLC,Classica,,,,,,,,,,
✅,1907,BITCI,Bitcicoin,secp256k1,keccak256,,,,,,TRUE,,
,1919,VIPS,VIPSTARCOIN,,,,,,,,,,
🟧,1926,CITY,City Coin,secp256k1,sha256,,,0x1c,0x58,0xed,,,
,1955,XX,xx coin,,,,,,,,,,
,1977,XMX,Xuma,,,,,,,,,,
,1984,TRTL,TurtleCoin,,,,,,,,,,
,1985,SLRT,Solarti Chain,,,,,,,,,,
,1986,QTH,Qing Tong Horizon,,,,,,,,,,
✅,1987,EGEM,EtherGem,secp256k1,keccak256,,,,,,TRUE,,
,1988,MIRA,Mira Chain,,,,,,,,,,
,1989,HODL,HOdlcoin,,,,,,,,,,
,1990,PHL,Placeholders,,,,,,,,,,
🟦,1991,SC,Sia,secp256k1,blake2b,,,,,,,,
,1996,MYT,Mineyourtime,,,,,,,,,,
,1997,POLIS,Polis,,,,,,,,,,
,1998,XMCC,Monoeci,,,,,,,,,,
,1999,COLX,ColossusXT,,,,,,,,,,
,2000,GIN,GinCoin,,,,,,,,,,
,2001,MNP,MNPCoin,,,,,,,,,,
,2002,MLN,Miraland,,,,,,,,,,
,2017,KIN,Kin,,,,,,,,,,
,2018,EOSC,EOSClassic,,,,,,,,,,
,2019,GBT,GoldBean Token,,,,,,,,,,
,2020,PKC,PKC,,,,,,,,,,
,2021,SKT,Sukhavati,,,,,,,,,,
,2022,XHT,Xinghuo Token,,,,,,,,,,
,2023,COC,Chat On Chain,,,,,,,,,,
,2024,USBC,Universal Ledger USBC,,,,,,,,,,
,2025,ROCK,Zenrock Labs,,,,,,,,,,
,2046,ANY,Any,,,,,,,,,,
,2048,MCASH,MCashChain,,,,,,,,,,
,2049,TRUE,TrueChain,,,,,,,,,,
✅,2050,MOVO,Movo Smart Chain,secp256k1,keccak256,,,,,,TRUE,,
,2086,KILT,KILT Spiritnet,,,,,,,,,,
✅,2109,SAMA,Exosama Network,secp256k1,keccak256,,,,,,TRUE,,
,2112,IOTE,IoTE,,,,,,,,,,
,2125,BAY,BitBay,,,,,,,,,,
,2137,XRG,Ergon,,,,,,,,,,
✅,2199,SAMA,Moonsama Network,secp256k1,keccak256,,,,,,TRUE,,
,2221,ASK,ASK,,,,,,,,,,
,2222,CWEB,Coinweb,,,,,,,,,,
,2285,QIYI,Qiyi Chain,,,,,,,,,,
🟧,2301,QTUM,QTUM,secp256k1,sha256,,,0x3A,0x32,0x80,,,
,2302,ETP,Metaverse,,,,,,,,,,
,2303,GXC,GXChain,,,,,,,,,,
✅,2304,CRP,CranePay,secp256k1,sha256,,,0x1c,0x0A,0x7B,,,
✅,2305,ELA,Elastos,secp256k1,sha256,,,0x21,0xc4,0xef,,,
,2338,SNOW,Snowblossom,,,,,,,,,,
,2365,XIN,Mixin,,,,,,,,,,
✅,2500,NEXI,Nexi,secp256k1,keccak256,,,,,,TRUE,,
,2570,AOA,Aurora,,,,,,,,,,
,2686,AIPG,AIPowerGrid,,,,,,,,,,
,2718,NAS,Nebulas,,,,,,,,,,
,2894,REOSC,REOSC Ecosystem,,,,,,,,,,
✅,2941,BND,Blocknode,secp256k1,sha256,,,0x19,0x3F,0x4b,,,
,3000,SM,Stealth Message,,,,,,,,,,
,3003,LUX,LUX,,,,,,,,,,
✅,3030,HBAR,Hedera,secp256k1,keccak256,,,,,,TRUE,,100
,3077,COS,Contentos,,,,,,,,,,
,3276,CCC,CodeChain,,,,,,,,,,
🟦,3333,SXP,Solar,,,,,,,,,,
,3377,ROI,ROIcoin,,,,,,,,,,
,3381,DYN,Dynamic,,,,,,,,,,
,3383,SEQ,Sequence,,,,,,,,,,
✅,3501,JFIN,JFIN Coin,secp256k1,keccak256,,,,,,TRUE,,
,3552,DEO,Destocoin,,,,,,,,,,
,3564,DST,DeStream,,,,,,,,,,
,3601,CY,Cybits,,,,,,,,,,
,3757,MPC,Partisia Blockchain,,,,,,,,,,
,4040,FC8,FCH Network,,,,,,,,,,
,4096,YEE,YeeCo,,,,,,,,,,
🟦,4218,IOTA,IOTA,ed25519,sha256,,,,,,,,100
✅,4219,SMR,Shimmer,secp256k1,keccak256,,,,,,TRUE,,
✅,4242,AXE,Axe,secp256k1,sha256,,,0x37,0x10,0xcc,,,
,4343,XYM,Symbol,,,,,,,,,,
,4444,C4E,Chain4Energy,,,,,,,,,,
✅,4919,XVM,Venidium,secp256k1,keccak256,,,,,,TRUE,,
✅,4999,BXN,BlackFort Exchange Network,secp256k1,keccak256,,,,,,TRUE,,
,5000,V12,Vet The Vote,,,,,,,,,,
,5006,SBC,Senior Blockchain,,,,,,,,,,
,5248,FIC,FIC,,,,,,,,,,
,5353,HNS,Handshake,,,,,,,,,,
,5404,ISK,ISKRA,,,,,,,,,,
,5467,ALTME,ALTME,,,,,,,,,,
,5555,FUND,Unification,,,,,,,,,,
🟦,5757,STX,Stacks,secp256k1,sha512,,,,,,,,100
,5895,VOW,VowChain VOW,,,,,,,,,,
,5920,SLU,SILUBIUM,,,,,,,,,,
,5995,DUSK,Dusk Network,,,,,,,,,,
✅,6060,GO,GoChain,secp256k1,keccak256,,,,,,TRUE,,
,6144,DTS,Datos,,,,,,,,,,
,6174,MOI,My Own Internet,,,,,,,,,,
,6278,STEAMX,Rails Network Mainnet,,,,,,,,,,
,6532,UM,Penumbra,,,,,,,,,,
,6599,RSC,Royal Sports City,,,,,,,,,,
,6666,BPA,Bitcoin Pizza,,,,,,,,,,
,6688,SAFE,SAFE,,,,,,,,,,
,6779,COTI,COTI,,,,,,,,,,
,6969,ROGER,TheHolyrogerCoin,,,,,,,,,,
✅,7000,ZETA,ZetaChain,secp256k1,keccak256,,,,,,TRUE,,
✅,7027,ELLA,Ella the heart,secp256k1,keccak256,,,,,,TRUE,,
,7028,AA,Arthera,,,,,,,,,,
,7091,TOPL,Topl,,,,,,,,,,
✅,7331,KLY,KLYNTAR,secp256k1,keccak256,,,,,,TRUE,,
,7341,SHFT,Shyft,,,,,,,,,,
✅,7518,MEV,MEVerse,secp256k1,keccak256,,,,,,TRUE,,
✅,7576,ADIL,ADIL Chain,secp256k1,keccak256,,,,,,TRUE,,
,7777,BTV,Bitvote,,,,,,,,,,
✅,7779,CPV,Compverse,secp256k1,keccak256,,,,,,TRUE,,
,8000,SKY,Skycoin,,,,,,,,,,
,8080,DSRV,DSRV,,,,,,,,,,
✅,8181,BOC,BeOne Chain,secp256k1,keccak256,,,,,,TRUE,,
,8192,PAC,pacprotocol,,,,,,,,,,
✅,8217,KLAY,KLAY,secp256k1,keccak256,,,,,,,,100
,8339,BTQ,BitcoinQuark,,,,,,,,,,
,8444,XCH,Chia,,,,,,,,,,
,8520,---,reserved,,,,,,,,,,
,8680,PLMNT,Planetmint,,,,,,,,,,
,8866,GGX,Golden Gate,,,,,,,,,,
,8886,GGXT,Golden Gate Sydney,,,,,,,,,,
,8888,SBTC,Super Bitcoin,,,,,,,,,,
,8964,NULS,NULS,,,,,,,,,,
,8997,BBC,Babacoin,,,,,,,,,,
,8998,JGC,JagoanCoin,,,,,,,,,,
,8999,BTP,Bitcoin Pay,,,,,,,,,,
🟦,9000,AVAX,Avalanche,secp256k1,sha256,,,,,,,,10
✅,9001,ARB1,Arbitrum One,secp256k1,keccak256,,,,,,TRUE,,100
,9002,BOBA,Boba,,,,,,,,,,
,9003,LOOP,Loopring,,,,,,,,,,
,9004,STRK,StarkNet,,,,,,,,,,
✅,9005,AVAXC,Avalanche C-Chain,secp256k1,keccak256,,,,,,TRUE,,10
✅,9006,BNB,Binance Smart Chain,secp256k1,keccak256,,,,,,TRUE,,10
✅,9797,NRG,Energi (Legacy),secp256k1,sha256,0xD7DC6E9F,0x03B8C856,0x21,0x35,0x6a,,,
,9888,BTF,Bitcoin Faith,,,,,,,,,,
,9999,GOD,Bitcoin God,,,,,,,,,,
,10000,FO,FIBOS,,,,,,,,,,
,10001,SPACE,Space,,,,,,,,,,
,10111,DHP,dHealth,,,,,,,,,,
,10226,RTM,Raptoreum,,,,,,,,,,
✅,10242,AA,Arthera,secp256k1,keccak256,,,,,,TRUE,,
,10291,XRC,XRhodium,,,,,,,,,,
✅,10507,NUM,Numbers Protocol,secp256k1,keccak256,,,,,,TRUE,,
,10605,XPI,Lotus,,,,,,,,,,
,11111,ESS,Essentia One,,,,,,,,,,
,11742,VARCH,InvArch,,,,,,,,,,
,11743,TNKR,Tinkernet,,,,,,,,,,
,12345,IPOS,IPOS,,,,,,,,,,
🟦,12586,MINA,Mina,ed25519,pedersen,,,,,,,,100
✅,13107,BTY,BitYuan,secp256k1,keccak256,,,,,,TRUE,,
✅,13108,YCC,Yuan Chain Coin,secp256k1,keccak256,,,,,,TRUE,,
✅,13381,PHX,Phoenix,secp256k1,keccak256,,,,,,TRUE,,
,14001,WAX,Worldwide Asset Exchange,,,,,,,,,,
,15845,SDGO,SanDeGo,,,,,,,,,,
,16181,XTX,Totem Live Network,,,,,,,,,,
,16754,ARDR,Ardor,,,,,,,,,,
✅,18000,MTR,Meter,secp256k1,keccak256,,,,,,TRUE,,
✅,19165,SAFE,Safecoin,secp256k1,sha256,,,0x3d,0x56,0xbd,,,
,19167,FLUX,Flux,,,,,,,,,,
✅,19169,RITO,Ritocoin,secp256k1,sha256,,,0x19,0x69,0x8b,,,
,19788,ML,Mintlayer,,,,,,,,,,
,20036,XND,ndau,,,,,,,,,,
✅,21004,C4EI,c4ei,secp256k1,keccak256,,,,,,TRUE,,
,21337,XAH,Xahau,,,,,,,,,,
,21888,PAC,Pactus,,,,,,,,,,
,22504,PWR,PWRcoin,,,,,,,,,,
,23000,EPIC,Epic Cash,,,,,,,,,,
,25252,BELL,Bellcoin,,,,,,,,,,
,25718,CHX,Own,,,,,,,,,,
,26417,G1,G1,,,,,,,,,,
,29223,NEXA,Nexa,,,,,,,,,,
,30001,---,reserved,,,,,,,,,,
,31102,ESN,EtherSocial Network,,,,,,,,,,
,31337,,ThePower,,,,,,,,,,
,33416,TEO,Trust Eth reOrigin,,,,,,,,,,
,33878,BTCS,Bitcoin Stake,,,,,,,,,,
,34952,BTT,ByteTrade,,,,,,,,,,
,37992,FXTC,FixedTradeCoin,,,,,,,,,,
,39321,AMA,Amabig,,,,,,,,,,
✅,39797,NRG,Energi,secp256k1,keccak256,,,,,,TRUE,,
,42069,FACT,FACT0RN,,,,,,,,,,
,43028,AXIV,AXIV,,,,,,,,,,
,47803,BAX,BAX,,,,,,,,,,
,49262,EVE,evan,,,,,,,,,,
,49344,STASH,STASH,,,,,,,,,,
✅,52752,CELO,Celo,secp256k1,keccak256,,,,,,TRUE,,
,61616,TH,TianHe,,,,,,,,,,
,65536,KETH,Krypton World,,,,,,,,,,
,69420,GRLC,Garlicoin,,,,,,,,,,
,70007,GWL,Gewel,,,,,,,,,,
,77777,ZYN,Wethio,,,,,,,,,,
🟧,88888,RYO,c0ban,secp256k1,sha256,,,0x12,0x1c,0x88,,,
,99999,WICC,Waykichain,,,,,,,,,,
,100500,HOME,HomeCoin,,,,,,,,,,
,101010,STC,Starcoin,,,,,,,,,,
,105105,STRAX,Strax,,,,,,,,,,
🟦,111111,KAS,Kaspa,secp256k1,k12,,,,,,,,100
,121337,KLS,Karlsen,,,,,,,,,,
,161803,APTA,Bloqs4Good,,,,,,,,,,
✅,200625,AKA,Akroma,secp256k1,keccak256,,,,,,TRUE,,
✅,224433,CONET,CONET Holesky Network,secp256k1,keccak256,,,,,,TRUE,,
✅,246529,ATS,ARTIS sigma1,secp256k1,keccak256,,,,,,TRUE,,
,261131,ZAMA,Zama,,,,,,,,,,
,314159,PI,Pi Network,,,,,,,,,,
,333332,VALUE,Value Chain,,,,,,,,,,
,333333,3333,Pi Value Consensus,,,,,,,,,,
🟧,424242,X42,x42,secp256k1,sha256,,,0x4b,0x7d,0xcc,,,
✅,534352,SCR,Scroll,secp256k1,keccak256,,,,,,TRUE,,
,666666,VITE,Vite,,,,,,,,,,
,696365,ICE,Ice Network,,,,,,,,,,
,888888,SEA,Second Exchange Alliance,,,,,,,,,,
,999999,WTC,WaltonChain,,,,,,,,,,
✅,1048576,AMAX,Armonia Meta Chain,secp256k1,keccak256,,,,,,TRUE,,
,1171337,ILT,iOlite,,,,,,,,,,
✅,1313114,ETHO,Etho Protocol,secp256k1,keccak256,,,,,,TRUE,,
✅,1313500,XERO,Xerom,secp256k1,keccak256,,,,,,TRUE,,
,1712144,LAX,LAPO,,,,,,,,,,
,3924011,EPK,EPIK Protocol,,,,,,,,,,
,4741444,HYD,Hydra Token,,,,,,,,,,
,5249353,BCO,BitcoinOre,,,,,,,,,,
,5249354,BHD,BitcoinHD,,,,,,,,,,
,5264462,PTN,PalletOne,,,,,,,,,,
✅,5655640,VLX,Velas,secp256k1,keccak256,,,,,,TRUE,,
✅,5718350,WAN,Wanchain,secp256k1,keccak256,,,,,,TRUE,,
🟦,5741564,WAVES,Waves,curve25519,blake2b,,,,,,,,
,5741565,WEST,Waves Enterprise,,,,,,,,,,
,6382179,ABC,Abcmint,,,,,,,,,,
,6517357,CRM,Creamcoin,,,,,,,,,,
,7171666,BROCK,Bitrock,,,,,,,,,,
,7562605,SEM,Semux,,,,,,,,,,
,7567736,ION,ION,,,,,,,,,,
,7777777,FCT,FirmaChain,,,,,,,,,,
✅,7825266,WGR,WGR,secp256k1,sha256,0x0221312B,0x022D2533,0x49,0x3f,0xc7,,,
,7825267,OBSR,OBServer,,,,,,,,,,
,8163271,AFS,ANFS,,,,,,,,,,
,11259375,LBR,0L,,,,,,,,,,
,15118976,XDS,XDS,,,,,,,,,,
,20230101,ROH,Rooch,,,,,,,,,,
,20240430,NLK,NuLinkCoin,,,,,,,,,,
,61717561,AQUA,Aquachain,,,,,,,,,,
,88888888,HATCH,Hatch,,,,,,,,,,
,91927009,KUSD,kUSD,,,,,,,,,,
,99999996,GENS,GENS,,,,,,,,,,
,99999997,EQ,EQ,,,,,,,,,,
,99999998,FLUID,Fluid Chains,,,,,,,,,,
✅,99999999,QKC,QuarkChain,secp256k1,keccak256,,,,,,TRUE,,
,608589380,FVDC,ForumCoin,,,,,,,,,,
,1179993420,FUEL,Fuel,,,,,,,,,,
